Time (s);Electrode;Attention;Meditation;Sampling Rate
0.250000;130.000000;37.000000;54.000000;
0.251953;186.000000;37.000000;54.000000;
0.253906;249.000000;37.000000;54.000000;
0.255859;289.000000;37.000000;54.000000;
0.257813;278.000000;37.000000;54.000000;
0.259766;231.000000;37.000000;54.000000;
0.261719;216.000000;37.000000;54.000000;
0.263672;196.000000;37.000000;54.000000;
0.265625;170.000000;37.000000;54.000000;
0.267578;154.000000;37.000000;54.000000;
0.269531;145.000000;37.000000;54.000000;
0.271484;129.000000;37.000000;54.000000;
0.273438;99.000000;37.000000;54.000000;
0.275391;99.000000;37.000000;54.000000;
0.277344;125.000000;37.000000;54.000000;
0.279297;124.000000;37.000000;54.000000;
0.281250;88.000000;37.000000;54.000000;
0.283203;60.000000;37.000000;54.000000;
0.285156;59.000000;37.000000;54.000000;
0.287109;90.000000;37.000000;54.000000;
0.289063;107.000000;37.000000;54.000000;
0.291016;69.000000;37.000000;54.000000;
0.292969;18.000000;37.000000;54.000000;
0.294922;-2.000000;37.000000;54.000000;
0.296875;2.000000;37.000000;54.000000;
0.298828;11.000000;37.000000;54.000000;
0.300781;13.000000;37.000000;54.000000;
0.302734;26.000000;37.000000;54.000000;
0.304688;19.000000;37.000000;54.000000;
0.306641;-1.000000;37.000000;54.000000;
0.308594;-12.000000;37.000000;54.000000;
0.310547;-22.000000;37.000000;54.000000;
0.312500;-11.000000;37.000000;54.000000;
0.314453;6.000000;37.000000;54.000000;
0.316406;9.000000;37.000000;54.000000;
0.318359;4.000000;37.000000;54.000000;
0.320313;7.000000;37.000000;54.000000;
0.322266;21.000000;37.000000;54.000000;
0.324219;22.000000;37.000000;54.000000;
0.326172;11.000000;37.000000;54.000000;
0.328125;5.000000;37.000000;54.000000;
0.330078;8.000000;37.000000;54.000000;
0.332031;20.000000;37.000000;54.000000;
0.333984;16.000000;37.000000;54.000000;
0.335938;-22.000000;37.000000;54.000000;
0.337891;-61.000000;37.000000;54.000000;
0.339844;-74.000000;37.000000;54.000000;
0.341797;-55.000000;37.000000;54.000000;
0.343750;-42.000000;37.000000;54.000000;
0.345703;-54.000000;37.000000;54.000000;
0.347656;-78.000000;37.000000;54.000000;
0.349609;-83.000000;37.000000;54.000000;
0.351563;-55.000000;37.000000;54.000000;
0.353516;-25.000000;37.000000;54.000000;
0.355469;-17.000000;37.000000;54.000000;
0.357422;-8.000000;37.000000;54.000000;
0.359375;-2.000000;37.000000;54.000000;
0.361328;-9.000000;37.000000;54.000000;
0.363281;-22.000000;37.000000;54.000000;
0.365234;-18.000000;37.000000;54.000000;
0.367188;-9.000000;37.000000;54.000000;
0.369141;-36.000000;37.000000;54.000000;
0.371094;-45.000000;37.000000;54.000000;
0.373047;-8.000000;37.000000;54.000000;
0.375000;9.000000;37.000000;54.000000;
0.376953;6.000000;37.000000;54.000000;
0.378906;7.000000;37.000000;54.000000;
0.380859;4.000000;37.000000;54.000000;
0.382813;-3.000000;37.000000;54.000000;
0.384766;-3.000000;37.000000;54.000000;
0.386719;4.000000;37.000000;54.000000;
0.388672;12.000000;37.000000;54.000000;
0.390625;16.000000;37.000000;54.000000;
0.392578;4.000000;37.000000;54.000000;
0.394531;24.000000;37.000000;54.000000;
0.396484;54.000000;37.000000;54.000000;
0.398438;39.000000;37.000000;54.000000;
0.400391;-13.000000;37.000000;54.000000;
0.402344;-36.000000;37.000000;54.000000;
0.404297;-1.000000;37.000000;54.000000;
0.406250;38.000000;37.000000;54.000000;
0.408203;40.000000;37.000000;54.000000;
0.410156;25.000000;37.000000;54.000000;
0.412109;12.000000;37.000000;54.000000;
0.414063;24.000000;37.000000;54.000000;
0.416016;51.000000;37.000000;54.000000;
0.417969;75.000000;37.000000;54.000000;
0.419922;105.000000;37.000000;54.000000;
0.421875;129.000000;37.000000;54.000000;
0.423828;133.000000;37.000000;54.000000;
0.425781;128.000000;37.000000;54.000000;
0.427734;118.000000;37.000000;54.000000;
0.429688;107.000000;37.000000;54.000000;
0.431641;96.000000;37.000000;54.000000;
0.433594;85.000000;37.000000;54.000000;
0.435547;66.000000;37.000000;54.000000;
0.437500;28.000000;37.000000;54.000000;
0.439453;-7.000000;37.000000;54.000000;
0.441406;-37.000000;37.000000;54.000000;
0.443359;-60.000000;37.000000;54.000000;
0.445313;-61.000000;37.000000;54.000000;
0.447266;-23.000000;37.000000;54.000000;
0.449219;-23.000000;37.000000;54.000000;
0.451172;-40.000000;37.000000;54.000000;
0.453125;-43.000000;37.000000;54.000000;
0.455078;-43.000000;37.000000;54.000000;
0.457031;-28.000000;37.000000;54.000000;
0.458984;2.000000;37.000000;54.000000;
0.460938;23.000000;37.000000;54.000000;
0.462891;32.000000;37.000000;54.000000;
0.464844;2.000000;37.000000;54.000000;
0.466797;-23.000000;37.000000;54.000000;
0.468750;-5.000000;37.000000;54.000000;
0.470703;36.000000;37.000000;54.000000;
0.472656;77.000000;37.000000;54.000000;
0.474609;98.000000;37.000000;54.000000;
0.476563;86.000000;37.000000;54.000000;
0.478516;72.000000;37.000000;54.000000;
0.480469;90.000000;37.000000;54.000000;
0.482422;118.000000;37.000000;54.000000;
0.484375;112.000000;37.000000;54.000000;
0.486328;87.000000;37.000000;54.000000;
0.488281;99.000000;37.000000;54.000000;
0.490234;98.000000;37.000000;54.000000;
0.492188;39.000000;37.000000;54.000000;
0.494141;-13.000000;37.000000;54.000000;
0.496094;7.000000;37.000000;54.000000;
0.498047;51.000000;37.000000;54.000000;
0.500000;114.000000;37.000000;54.000000;
0.501953;152.000000;37.000000;54.000000;
0.503906;132.000000;37.000000;54.000000;
0.505859;85.000000;37.000000;54.000000;
0.507813;61.000000;37.000000;54.000000;
0.509766;85.000000;37.000000;54.000000;
0.511719;116.000000;37.000000;54.000000;
0.513672;118.000000;37.000000;54.000000;
0.515625;102.000000;37.000000;54.000000;
0.517578;109.000000;37.000000;54.000000;
0.519531;137.000000;37.000000;54.000000;
0.521484;140.000000;37.000000;54.000000;
0.523438;144.000000;37.000000;54.000000;
0.525391;140.000000;37.000000;54.000000;
0.527344;122.000000;37.000000;54.000000;
0.529297;102.000000;37.000000;54.000000;
0.531250;98.000000;37.000000;54.000000;
0.533203;122.000000;37.000000;54.000000;
0.535156;161.000000;37.000000;54.000000;
0.537109;147.000000;37.000000;54.000000;
0.539063;106.000000;37.000000;54.000000;
0.541016;81.000000;37.000000;54.000000;
0.542969;60.000000;37.000000;54.000000;
0.544922;56.000000;37.000000;54.000000;
0.546875;52.000000;37.000000;54.000000;
0.548828;48.000000;37.000000;54.000000;
0.550781;73.000000;37.000000;54.000000;
0.552734;112.000000;37.000000;54.000000;
0.554688;138.000000;37.000000;54.000000;
0.556641;153.000000;37.000000;54.000000;
0.558594;182.000000;37.000000;54.000000;
0.560547;214.000000;37.000000;54.000000;
0.562500;216.000000;37.000000;54.000000;
0.564453;168.000000;37.000000;54.000000;
0.566406;114.000000;37.000000;54.000000;
0.568359;68.000000;37.000000;54.000000;
0.570313;40.000000;37.000000;54.000000;
0.572266;48.000000;37.000000;54.000000;
0.574219;66.000000;37.000000;54.000000;
0.576172;70.000000;37.000000;54.000000;
0.578125;41.000000;37.000000;54.000000;
0.580078;-2.000000;37.000000;54.000000;
0.582031;-10.000000;37.000000;54.000000;
0.583984;17.000000;37.000000;54.000000;
0.585938;52.000000;37.000000;54.000000;
0.587891;70.000000;37.000000;54.000000;
0.589844;61.000000;37.000000;54.000000;
0.591797;51.000000;37.000000;54.000000;
0.593750;48.000000;37.000000;54.000000;
0.595703;45.000000;37.000000;54.000000;
0.597656;43.000000;37.000000;54.000000;
0.599609;41.000000;37.000000;54.000000;
0.601563;50.000000;37.000000;54.000000;
0.603516;54.000000;37.000000;54.000000;
0.605469;48.000000;37.000000;54.000000;
0.607422;34.000000;37.000000;54.000000;
0.609375;33.000000;37.000000;54.000000;
0.611328;74.000000;37.000000;54.000000;
0.613281;134.000000;37.000000;54.000000;
0.615234;177.000000;37.000000;54.000000;
0.617188;179.000000;37.000000;54.000000;
0.619141;157.000000;37.000000;54.000000;
0.621094;133.000000;37.000000;54.000000;
0.623047;117.000000;37.000000;54.000000;
0.625000;88.000000;37.000000;54.000000;
0.626953;49.000000;37.000000;54.000000;
0.628906;28.000000;37.000000;54.000000;
0.630859;40.000000;37.000000;54.000000;
0.632813;64.000000;37.000000;54.000000;
0.634766;80.000000;37.000000;54.000000;
0.636719;76.000000;37.000000;54.000000;
0.638672;57.000000;37.000000;54.000000;
0.640625;51.000000;37.000000;54.000000;
0.642578;75.000000;37.000000;54.000000;
0.644531;85.000000;37.000000;54.000000;
0.646484;61.000000;37.000000;54.000000;
0.648438;23.000000;37.000000;54.000000;
0.650391;9.000000;37.000000;54.000000;
0.652344;34.000000;37.000000;54.000000;
0.654297;89.000000;37.000000;54.000000;
0.656250;139.000000;37.000000;54.000000;
0.658203;155.000000;37.000000;54.000000;
0.660156;144.000000;37.000000;54.000000;
0.662109;118.000000;37.000000;54.000000;
0.664063;115.000000;37.000000;54.000000;
0.666016;139.000000;37.000000;54.000000;
0.667969;154.000000;37.000000;54.000000;
0.669922;134.000000;37.000000;54.000000;
0.671875;105.000000;37.000000;54.000000;
0.673828;102.000000;37.000000;54.000000;
0.675781;117.000000;37.000000;54.000000;
0.677734;131.000000;37.000000;54.000000;
0.679688;133.000000;37.000000;54.000000;
0.681641;133.000000;37.000000;54.000000;
0.683594;149.000000;37.000000;54.000000;
0.685547;152.000000;37.000000;54.000000;
0.687500;151.000000;37.000000;54.000000;
0.689453;165.000000;37.000000;54.000000;
0.691406;180.000000;37.000000;54.000000;
0.693359;172.000000;37.000000;54.000000;
0.695313;139.000000;37.000000;54.000000;
0.697266;113.000000;37.000000;54.000000;
0.699219;130.000000;37.000000;54.000000;
0.701172;166.000000;37.000000;54.000000;
0.703125;167.000000;37.000000;54.000000;
0.705078;115.000000;37.000000;54.000000;
0.707031;68.000000;37.000000;54.000000;
0.708984;48.000000;37.000000;54.000000;
0.710938;45.000000;37.000000;54.000000;
0.712891;83.000000;37.000000;54.000000;
0.714844;119.000000;37.000000;54.000000;
0.716797;150.000000;37.000000;54.000000;
0.718750;161.000000;37.000000;54.000000;
0.720703;141.000000;37.000000;54.000000;
0.722656;118.000000;37.000000;54.000000;
0.724609;123.000000;37.000000;54.000000;
0.726563;141.000000;37.000000;54.000000;
0.728516;125.000000;37.000000;54.000000;
0.730469;77.000000;37.000000;54.000000;
0.732422;50.000000;37.000000;54.000000;
0.734375;44.000000;37.000000;54.000000;
0.736328;32.000000;37.000000;54.000000;
0.738281;11.000000;37.000000;54.000000;
0.740234;-1.000000;37.000000;54.000000;
0.742188;18.000000;37.000000;54.000000;
0.744141;54.000000;37.000000;54.000000;
0.746094;98.000000;37.000000;54.000000;
0.748047;122.000000;37.000000;54.000000;
0.750000;114.000000;37.000000;54.000000;
0.751953;102.000000;37.000000;54.000000;
0.753906;122.000000;37.000000;54.000000;
0.755859;164.000000;37.000000;54.000000;
0.757813;193.000000;37.000000;54.000000;
0.759766;183.000000;37.000000;54.000000;
0.761719;180.000000;37.000000;54.000000;
0.763672;184.000000;37.000000;54.000000;
0.765625;153.000000;37.000000;54.000000;
0.767578;103.000000;37.000000;54.000000;
0.769531;90.000000;37.000000;54.000000;
0.771484;90.000000;37.000000;54.000000;
0.773438;75.000000;37.000000;54.000000;
0.775391;67.000000;37.000000;54.000000;
0.777344;70.000000;37.000000;54.000000;
0.779297;74.000000;37.000000;54.000000;
0.781250;65.000000;37.000000;54.000000;
0.783203;37.000000;37.000000;54.000000;
0.785156;23.000000;37.000000;54.000000;
0.787109;38.000000;37.000000;54.000000;
0.789063;52.000000;37.000000;54.000000;
0.791016;52.000000;37.000000;54.000000;
0.792969;65.000000;37.000000;54.000000;
0.794922;98.000000;37.000000;54.000000;
0.796875;128.000000;37.000000;54.000000;
0.798828;134.000000;37.000000;54.000000;
0.800781;117.000000;37.000000;54.000000;
0.802734;91.000000;37.000000;54.000000;
0.804688;89.000000;37.000000;54.000000;
0.806641;103.000000;37.000000;54.000000;
0.808594;118.000000;37.000000;54.000000;
0.810547;131.000000;37.000000;54.000000;
0.812500;129.000000;37.000000;54.000000;
0.814453;107.000000;37.000000;54.000000;
0.816406;83.000000;37.000000;54.000000;
0.818359;83.000000;37.000000;54.000000;
0.820313;91.000000;37.000000;54.000000;
0.822266;89.000000;37.000000;54.000000;
0.824219;75.000000;37.000000;54.000000;
0.826172;64.000000;37.000000;54.000000;
0.828125;52.000000;37.000000;54.000000;
0.830078;54.000000;37.000000;54.000000;
0.832031;73.000000;37.000000;54.000000;
0.833984;74.000000;37.000000;54.000000;
0.835938;50.000000;37.000000;54.000000;
0.837891;21.000000;37.000000;54.000000;
0.839844;-1.000000;37.000000;54.000000;
0.841797;-8.000000;37.000000;54.000000;
0.843750;0.000000;37.000000;54.000000;
0.845703;10.000000;37.000000;54.000000;
0.847656;9.000000;37.000000;54.000000;
0.849609;-12.000000;37.000000;54.000000;
0.851563;-43.000000;37.000000;54.000000;
0.853516;-56.000000;37.000000;54.000000;
0.855469;-33.000000;37.000000;54.000000;
0.857422;8.000000;37.000000;54.000000;
0.859375;32.000000;37.000000;54.000000;
0.861328;23.000000;37.000000;54.000000;
0.863281;24.000000;37.000000;54.000000;
0.865234;53.000000;37.000000;54.000000;
0.867188;88.000000;37.000000;54.000000;
0.869141;105.000000;37.000000;54.000000;
0.871094;102.000000;37.000000;54.000000;
0.873047;89.000000;37.000000;54.000000;
0.875000;90.000000;37.000000;54.000000;
0.876953;98.000000;37.000000;54.000000;
0.878906;89.000000;37.000000;54.000000;
0.880859;83.000000;37.000000;54.000000;
0.882813;91.000000;37.000000;54.000000;
0.884766;104.000000;37.000000;54.000000;
0.886719;98.000000;37.000000;54.000000;
0.888672;75.000000;37.000000;54.000000;
0.890625;87.000000;37.000000;54.000000;
0.892578;121.000000;37.000000;54.000000;
0.894531;123.000000;37.000000;54.000000;
0.896484;96.000000;37.000000;54.000000;
0.898438;72.000000;37.000000;54.000000;
0.900391;74.000000;37.000000;54.000000;
0.902344;69.000000;37.000000;54.000000;
0.904297;65.000000;37.000000;54.000000;
0.906250;80.000000;37.000000;54.000000;
0.908203;91.000000;37.000000;54.000000;
0.910156;99.000000;37.000000;54.000000;
0.912109;91.000000;37.000000;54.000000;
0.914063;85.000000;37.000000;54.000000;
0.916016;90.000000;37.000000;54.000000;
0.917969;113.000000;37.000000;54.000000;
0.919922;134.000000;37.000000;54.000000;
0.921875;147.000000;37.000000;54.000000;
0.923828;139.000000;37.000000;54.000000;
0.925781;119.000000;37.000000;54.000000;
0.927734;103.000000;37.000000;54.000000;
0.929688;108.000000;37.000000;54.000000;
0.931641;131.000000;37.000000;54.000000;
0.933594;156.000000;37.000000;54.000000;
0.935547;163.000000;37.000000;54.000000;
0.937500;145.000000;37.000000;54.000000;
0.939453;128.000000;37.000000;54.000000;
0.941406;120.000000;37.000000;54.000000;
0.943359;114.000000;37.000000;54.000000;
0.945313;113.000000;37.000000;54.000000;
0.947266;114.000000;37.000000;54.000000;
0.949219;105.000000;37.000000;54.000000;
0.951172;88.000000;37.000000;54.000000;
0.953125;74.000000;37.000000;54.000000;
0.955078;76.000000;37.000000;54.000000;
0.957031;98.000000;37.000000;54.000000;
0.958984;100.000000;37.000000;54.000000;
0.960938;84.000000;37.000000;54.000000;
0.962891;59.000000;37.000000;54.000000;
0.964844;25.000000;37.000000;54.000000;
0.966797;2.000000;37.000000;54.000000;
0.968750;18.000000;37.000000;54.000000;
0.970703;61.000000;37.000000;54.000000;
0.972656;92.000000;37.000000;54.000000;
0.974609;100.000000;37.000000;54.000000;
0.976563;101.000000;37.000000;54.000000;
0.978516;100.000000;37.000000;54.000000;
0.980469;105.000000;37.000000;54.000000;
0.982422;133.000000;37.000000;54.000000;
0.984375;169.000000;37.000000;54.000000;
0.986328;192.000000;37.000000;54.000000;
0.988281;212.000000;37.000000;54.000000;
0.990234;212.000000;37.000000;54.000000;
0.992188;176.000000;37.000000;54.000000;
0.994141;135.000000;37.000000;54.000000;
0.996094;132.000000;37.000000;54.000000;
0.998047;165.000000;37.000000;54.000000;
1.000000;177.000000;37.000000;54.000000;
1.001953;145.000000;37.000000;54.000000;
1.003906;100.000000;37.000000;54.000000;
1.005859;83.000000;37.000000;54.000000;
1.007813;86.000000;37.000000;54.000000;
1.009766;81.000000;37.000000;54.000000;
1.011719;74.000000;37.000000;54.000000;
1.013672;85.000000;37.000000;54.000000;
1.015625;89.000000;37.000000;54.000000;
1.017578;59.000000;37.000000;54.000000;
1.019531;21.000000;37.000000;54.000000;
1.021484;11.000000;37.000000;54.000000;
1.023438;37.000000;37.000000;54.000000;
1.025391;64.000000;37.000000;54.000000;
1.027344;69.000000;37.000000;54.000000;
1.029297;70.000000;37.000000;54.000000;
1.031250;81.000000;37.000000;54.000000;
1.033203;92.000000;37.000000;54.000000;
1.035156;103.000000;37.000000;54.000000;
1.037109;114.000000;37.000000;54.000000;
1.039063;100.000000;37.000000;54.000000;
1.041016;74.000000;37.000000;54.000000;
1.042969;97.000000;37.000000;54.000000;
1.044922;148.000000;37.000000;54.000000;
1.046875;157.000000;37.000000;54.000000;
1.048828;157.000000;37.000000;54.000000;
1.050781;169.000000;37.000000;54.000000;
1.052734;199.000000;37.000000;54.000000;
1.054688;226.000000;37.000000;54.000000;
1.056641;205.000000;37.000000;54.000000;
1.058594;168.000000;37.000000;54.000000;
1.060547;149.000000;37.000000;54.000000;
1.062500;146.000000;37.000000;54.000000;
1.064453;155.000000;37.000000;54.000000;
1.066406;134.000000;37.000000;54.000000;
1.068359;90.000000;37.000000;54.000000;
1.070313;81.000000;37.000000;54.000000;
1.072266;106.000000;37.000000;54.000000;
1.074219;124.000000;37.000000;54.000000;
1.076172;131.000000;37.000000;54.000000;
1.078125;115.000000;37.000000;54.000000;
1.080078;73.000000;37.000000;54.000000;
1.082031;45.000000;37.000000;54.000000;
1.083984;52.000000;37.000000;54.000000;
1.085938;86.000000;37.000000;54.000000;
1.087891;119.000000;37.000000;54.000000;
1.089844;121.000000;37.000000;54.000000;
1.091797;105.000000;37.000000;54.000000;
1.093750;72.000000;37.000000;54.000000;
1.095703;28.000000;37.000000;54.000000;
1.097656;7.000000;37.000000;54.000000;
1.099609;7.000000;37.000000;54.000000;
1.101563;11.000000;37.000000;54.000000;
1.103516;1.000000;37.000000;54.000000;
1.105469;-26.000000;37.000000;54.000000;
1.107422;-34.000000;37.000000;54.000000;
1.109375;-35.000000;37.000000;54.000000;
1.111328;-33.000000;37.000000;54.000000;
1.113281;-2.000000;37.000000;54.000000;
1.115234;33.000000;37.000000;54.000000;
1.117188;38.000000;37.000000;54.000000;
1.119141;38.000000;37.000000;54.000000;
1.121094;67.000000;37.000000;54.000000;
1.123047;105.000000;37.000000;54.000000;
1.125000;131.000000;37.000000;54.000000;
1.126953;138.000000;37.000000;54.000000;
1.128906;128.000000;37.000000;54.000000;
1.130859;101.000000;37.000000;54.000000;
1.132813;85.000000;37.000000;54.000000;
1.134766;68.000000;37.000000;54.000000;
1.136719;60.000000;37.000000;54.000000;
1.138672;64.000000;37.000000;54.000000;
1.140625;48.000000;37.000000;54.000000;
1.142578;34.000000;37.000000;54.000000;
1.144531;48.000000;37.000000;54.000000;
1.146484;69.000000;37.000000;54.000000;
1.148438;90.000000;37.000000;54.000000;
1.150391;104.000000;37.000000;54.000000;
1.152344;103.000000;37.000000;54.000000;
1.154297;114.000000;37.000000;54.000000;
1.156250;139.000000;37.000000;54.000000;
1.158203;138.000000;37.000000;54.000000;
1.160156;119.000000;37.000000;54.000000;
1.162109;102.000000;37.000000;54.000000;
1.164063;107.000000;37.000000;54.000000;
1.166016;117.000000;37.000000;54.000000;
1.167969;113.000000;37.000000;54.000000;
1.169922;107.000000;37.000000;54.000000;
1.171875;124.000000;37.000000;54.000000;
1.173828;146.000000;37.000000;54.000000;
1.175781;154.000000;37.000000;54.000000;
1.177734;156.000000;37.000000;54.000000;
1.179688;164.000000;37.000000;54.000000;
1.181641;156.000000;37.000000;54.000000;
1.183594;121.000000;37.000000;54.000000;
1.185547;89.000000;37.000000;54.000000;
1.187500;64.000000;37.000000;54.000000;
1.189453;55.000000;37.000000;54.000000;
1.191406;90.000000;37.000000;54.000000;
1.193359;130.000000;37.000000;54.000000;
1.195313;133.000000;37.000000;54.000000;
1.197266;99.000000;37.000000;54.000000;
1.199219;75.000000;37.000000;54.000000;
1.201172;71.000000;37.000000;54.000000;
1.203125;76.000000;37.000000;54.000000;
1.205078;86.000000;37.000000;54.000000;
1.207031;69.000000;37.000000;54.000000;
1.208984;48.000000;37.000000;54.000000;
1.210938;32.000000;37.000000;54.000000;
1.212891;24.000000;37.000000;54.000000;
1.214844;37.000000;37.000000;54.000000;
1.216797;50.000000;37.000000;54.000000;
1.218750;48.000000;37.000000;54.000000;
1.220703;50.000000;37.000000;54.000000;
1.222656;86.000000;37.000000;54.000000;
1.224609;103.000000;37.000000;54.000000;
1.226563;84.000000;53.000000;63.000000;
1.228516;74.000000;53.000000;63.000000;
1.230469;90.000000;53.000000;63.000000;
1.232422;97.000000;53.000000;63.000000;
1.234375;84.000000;53.000000;63.000000;
1.236328;87.000000;53.000000;63.000000;
1.238281;90.000000;53.000000;63.000000;
1.240234;86.000000;53.000000;63.000000;
1.242188;68.000000;53.000000;63.000000;
1.244141;53.000000;53.000000;63.000000;
1.246094;57.000000;53.000000;63.000000;
1.248047;75.000000;53.000000;63.000000;
1.250000;118.000000;53.000000;63.000000;
1.251953;134.000000;53.000000;63.000000;
1.253906;104.000000;53.000000;63.000000;
1.255859;103.000000;53.000000;63.000000;
1.257813;154.000000;53.000000;63.000000;
1.259766;170.000000;53.000000;63.000000;
1.261719;148.000000;53.000000;63.000000;
1.263672;149.000000;53.000000;63.000000;
1.265625;173.000000;53.000000;63.000000;
1.267578;195.000000;53.000000;63.000000;
1.269531;212.000000;53.000000;63.000000;
1.271484;196.000000;53.000000;63.000000;
1.273438;153.000000;53.000000;63.000000;
1.275391;138.000000;53.000000;63.000000;
1.277344;149.000000;53.000000;63.000000;
1.279297;148.000000;53.000000;63.000000;
1.281250;146.000000;53.000000;63.000000;
1.283203;140.000000;53.000000;63.000000;
1.285156;124.000000;53.000000;63.000000;
1.287109;70.000000;53.000000;63.000000;
1.289063;10.000000;53.000000;63.000000;
