Time, Battery, PoorSignal, Attention, Meditation, Raw, Delta, Theta, lowAlpha, highAlpha, lowBeta, highBeta, lowGamma, highGamma, Blink,
21:46:10.000106,0,0,100,75,105,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000111,0,0,100,75,117,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000112,0,0,100,75,134,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000113,0,0,100,75,157,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000114,0,0,100,75,181,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000115,0,0,100,75,198,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000120,0,0,100,75,225,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000121,0,0,100,75,266,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000122,0,0,100,75,314,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000123,0,0,100,75,364,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000129,0,0,100,75,420,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000130,0,0,100,75,487,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000131,0,0,100,75,576,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000132,0,0,100,75,691,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000133,0,0,100,75,842,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000137,0,0,100,75,1002,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000138,0,0,100,75,1128,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000139,0,0,100,75,1209,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000140,0,0,100,75,1304,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000146,0,0,100,75,1404,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000147,0,0,100,75,1478,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000148,0,0,100,75,1546,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000149,0,0,100,75,1627,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000150,0,0,100,75,1715,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000155,0,0,100,75,1780,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000156,0,0,100,75,1796,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000157,0,0,100,75,1792,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000158,0,0,100,75,1833,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000164,0,0,100,75,1922,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000165,0,0,100,75,2005,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000166,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000167,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000168,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000172,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000173,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000174,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000175,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000181,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000182,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000183,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000184,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000185,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000190,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000191,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000192,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000193,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000199,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000200,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000201,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000202,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000203,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000207,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000208,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000209,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000210,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000216,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000217,0,0,100,75,2047,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000218,0,0,100,75,2044,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000219,0,0,100,75,1993,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000220,0,0,100,75,1973,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000225,0,0,100,75,1968,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000226,0,0,100,75,1930,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000227,0,0,100,75,1872,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000228,0,0,100,75,1810,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000234,0,0,100,75,1767,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000235,0,0,100,75,1735,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000236,0,0,100,75,1696,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000237,0,0,100,75,1658,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000238,0,0,100,75,1620,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000242,0,0,100,75,1563,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000243,0,0,100,75,1512,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000244,0,0,100,75,1483,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000245,0,0,100,75,1460,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000252,0,0,100,75,1414,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000253,0,0,100,75,1355,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000254,0,0,100,75,1302,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000255,0,0,100,75,1255,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000256,0,0,100,75,1220,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000260,0,0,100,75,1188,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000261,0,0,100,75,1144,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000262,0,0,100,75,1096,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000263,0,0,100,75,1063,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000269,0,0,100,75,1033,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000270,0,0,100,75,998,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000271,0,0,100,75,949,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000272,0,0,100,75,888,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000273,0,0,100,75,840,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000277,0,0,100,75,811,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000278,0,0,100,75,784,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000279,0,0,100,75,742,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000280,0,0,100,75,701,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000286,0,0,100,75,682,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000287,0,0,100,75,664,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000288,0,0,100,75,636,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000289,0,0,100,75,611,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000290,0,0,100,75,597,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000295,0,0,100,75,583,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000296,0,0,100,75,561,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000297,0,0,100,75,524,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000298,0,0,100,75,487,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000304,0,0,100,75,458,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000305,0,0,100,75,443,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000306,0,0,100,75,437,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000307,0,0,100,75,428,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000308,0,0,100,75,427,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000312,0,0,100,75,434,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000313,0,0,100,75,441,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000314,0,0,100,75,437,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000315,0,0,100,75,432,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000321,0,0,100,75,448,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000322,0,0,100,75,464,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000323,0,0,100,75,466,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000324,0,0,100,75,457,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000325,0,0,100,75,443,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000330,0,0,100,75,442,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000331,0,0,100,75,440,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000332,0,0,100,75,433,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000333,0,0,100,75,429,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000339,0,0,100,75,428,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000340,0,0,100,75,421,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000341,0,0,100,75,413,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000342,0,0,100,75,411,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000343,0,0,100,75,406,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000347,0,0,100,75,394,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000348,0,0,100,75,386,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000349,0,0,100,75,380,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000350,0,0,100,75,377,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000356,0,0,100,75,376,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000357,0,0,100,75,371,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000358,0,0,100,75,368,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000359,0,0,100,75,369,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000360,0,0,100,75,365,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000365,0,0,100,75,360,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000366,0,0,100,75,363,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000367,0,0,100,75,371,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000368,0,0,100,75,368,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000374,0,0,100,75,356,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000375,0,0,100,75,345,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000376,0,0,100,75,339,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000377,0,0,100,75,338,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000378,0,0,100,75,341,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000382,0,0,100,75,347,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000383,0,0,100,75,343,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000384,0,0,100,75,329,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000385,0,0,100,75,323,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000391,0,0,100,75,322,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000392,0,0,100,75,324,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000393,0,0,100,75,328,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000394,0,0,100,75,322,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000395,0,0,100,75,309,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000400,0,0,100,75,298,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000401,0,0,100,75,296,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000402,0,0,100,75,293,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000403,0,0,100,75,289,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000409,0,0,100,75,288,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000410,0,0,100,75,282,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000411,0,0,100,75,276,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000412,0,0,100,75,272,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000413,0,0,100,75,268,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000417,0,0,100,75,266,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000418,0,0,100,75,260,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000419,0,0,100,75,253,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000420,0,0,100,75,250,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000426,0,0,100,75,241,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000427,0,0,100,75,227,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000428,0,0,100,75,218,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000429,0,0,100,75,218,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000430,0,0,100,75,224,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000435,0,0,100,75,221,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000436,0,0,100,75,215,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000437,0,0,100,75,210,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000438,0,0,100,75,203,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000444,0,0,100,75,198,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000445,0,0,100,75,199,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000446,0,0,100,75,198,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000447,0,0,100,75,196,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000448,0,0,100,75,196,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000452,0,0,100,75,194,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000453,0,0,100,75,184,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000454,0,0,100,75,178,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000455,0,0,100,75,172,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000461,0,0,100,75,169,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000462,0,0,100,75,165,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000463,0,0,100,75,162,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000464,0,0,100,75,162,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000465,0,0,100,75,164,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000470,0,0,100,75,164,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000471,0,0,100,75,163,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000472,0,0,100,75,160,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000473,0,0,100,75,160,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000480,0,0,100,75,153,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000481,0,0,100,75,147,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000482,0,0,100,75,146,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000483,0,0,100,75,147,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000487,0,0,100,75,141,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000488,0,0,100,75,134,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000489,0,0,100,75,131,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000490,0,0,100,75,134,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000496,0,0,100,75,136,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000497,0,0,100,75,129,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000498,0,0,100,75,120,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000499,0,0,100,75,121,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000500,0,0,100,75,128,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000505,0,0,100,75,125,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000506,0,0,100,75,121,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000507,0,0,100,75,118,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000508,0,0,100,75,117,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000514,0,0,100,75,116,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000515,0,0,100,75,114,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000516,0,0,100,75,113,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000517,0,0,100,75,115,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000518,0,0,100,75,115,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000522,0,0,100,75,112,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000523,0,0,100,75,105,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000524,0,0,100,75,105,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000525,0,0,100,75,108,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000531,0,0,100,75,107,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000532,0,0,100,75,101,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000533,0,0,100,75,97,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000534,0,0,100,75,100,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000535,0,0,100,75,105,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000539,0,0,100,75,106,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000540,0,0,100,75,103,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000541,0,0,100,75,100,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000542,0,0,100,75,98,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000548,0,0,100,75,90,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000549,0,0,100,75,84,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000550,0,0,100,75,81,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000551,0,0,100,75,82,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000552,0,0,100,75,77,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000557,0,0,100,75,71,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000558,0,0,100,75,69,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000559,0,0,100,75,72,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000560,0,0,100,75,76,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000566,0,0,100,75,74,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000567,0,0,100,75,60,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000568,0,0,100,75,52,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000569,0,0,100,75,56,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000570,0,0,100,75,58,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000574,0,0,100,75,52,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000575,0,0,100,75,48,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000576,0,0,100,75,43,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000577,0,0,100,75,38,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000583,0,0,100,75,38,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000584,0,0,100,75,40,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000585,0,0,100,75,39,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000586,0,0,100,75,34,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000587,0,0,100,75,33,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000592,0,0,100,75,32,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000593,0,0,100,75,33,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000594,0,0,100,75,32,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000595,0,0,100,75,24,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000601,0,0,100,75,7,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000602,0,0,100,75,-12,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000603,0,0,100,75,-14,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000604,0,0,100,75,3,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000605,0,0,100,75,22,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000609,0,0,100,75,32,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000610,0,0,100,75,28,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000611,0,0,100,75,28,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000612,0,0,100,75,34,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000618,0,0,100,75,40,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000619,0,0,100,75,41,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000620,0,0,100,75,41,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000621,0,0,100,75,40,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000622,0,0,100,75,44,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000627,0,0,100,75,56,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000628,0,0,100,75,58,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000629,0,0,100,75,45,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000630,0,0,100,75,43,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000636,0,0,100,75,55,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000637,0,0,100,75,58,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000638,0,0,100,75,52,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000639,0,0,100,75,40,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000640,0,0,100,75,38,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000644,0,0,100,75,43,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000645,0,0,100,75,44,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000646,0,0,100,75,45,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000647,0,0,100,75,55,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000653,0,0,100,75,75,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000654,0,0,100,75,86,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000655,0,0,100,75,81,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000656,0,0,100,75,77,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000657,0,0,100,75,90,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000662,0,0,100,75,96,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000663,0,0,100,75,92,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000664,0,0,100,75,99,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000665,0,0,100,75,112,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000671,0,0,100,75,117,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000672,0,0,100,75,114,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000673,0,0,100,75,108,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000674,0,0,100,75,118,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000675,0,0,100,75,134,1594350,31123,49450,22456,10413,9782,4496,1059,59,
21:46:10.000679,0,0,100,75,136,1594350,31123,49450,22456,10413,9782,4496,1059,59,
