Time, Battery, PoorSignal, Attention, Meditation, Raw, Delta, Theta, lowAlpha, highAlpha, lowBeta, highBeta, lowGamma, highGamma, Blink,
21:46:02.000815,0,0,53,64,161,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000816,0,0,53,64,130,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000817,0,0,53,64,119,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000823,0,0,53,64,152,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000824,0,0,53,64,147,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000825,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000827,0,0,53,64,162,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000832,0,0,53,64,188,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000833,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000834,0,0,53,64,181,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000835,0,0,53,64,165,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000841,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000842,0,0,53,64,221,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000843,0,0,53,64,215,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000844,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000845,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000850,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000851,0,0,53,64,257,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000852,0,0,53,64,259,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000853,0,0,53,64,244,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000859,0,0,53,64,258,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000860,0,0,53,64,273,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000861,0,0,53,64,265,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000862,0,0,53,64,266,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000863,0,0,53,64,289,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000867,0,0,53,64,290,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000868,0,0,53,64,269,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000869,0,0,53,64,252,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000870,0,0,53,64,250,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000876,0,0,53,64,268,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000877,0,0,53,64,264,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000878,0,0,53,64,209,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000879,0,0,53,64,187,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000880,0,0,53,64,228,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000885,0,0,53,64,251,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000886,0,0,53,64,241,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000887,0,0,53,64,218,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000888,0,0,53,64,227,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000894,0,0,53,64,232,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000895,0,0,53,64,213,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000896,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000897,0,0,53,64,236,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000898,0,0,53,64,273,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000902,0,0,53,64,276,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000903,0,0,53,64,269,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000904,0,0,53,64,267,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000905,0,0,53,64,289,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000911,0,0,53,64,308,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000912,0,0,53,64,281,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000913,0,0,53,64,251,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000914,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000915,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000920,0,0,53,64,252,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000921,0,0,53,64,253,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000922,0,0,53,64,241,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000923,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000929,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000930,0,0,53,64,230,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000932,0,0,53,64,225,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000932,0,0,53,64,228,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000933,0,0,53,64,245,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000937,0,0,53,64,263,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000938,0,0,53,64,274,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000939,0,0,53,64,253,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000940,0,0,53,64,218,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000946,0,0,53,64,210,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000947,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000948,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000949,0,0,53,64,204,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000950,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000954,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000955,0,0,53,64,231,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000956,0,0,53,64,249,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000957,0,0,53,64,245,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000963,0,0,53,64,236,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000964,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000965,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000966,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000967,0,0,53,64,264,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000972,0,0,53,64,282,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000973,0,0,53,64,265,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000974,0,0,53,64,217,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000975,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000981,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000982,0,0,53,64,172,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000983,0,0,53,64,109,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000984,0,0,53,64,69,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000985,0,0,53,64,83,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000989,0,0,53,64,112,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000990,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000991,0,0,53,64,170,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000992,0,0,53,64,157,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000998,0,0,53,64,153,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:02.000999,0,0,53,64,185,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000000,0,0,53,64,204,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000001,0,0,53,64,188,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000002,0,0,53,64,192,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000007,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000008,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000009,0,0,53,64,193,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000010,0,0,53,64,195,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000016,0,0,53,64,220,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000017,0,0,53,64,231,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000018,0,0,53,64,205,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000019,0,0,53,64,193,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000023,0,0,53,64,209,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000024,0,0,53,64,210,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000025,0,0,53,64,178,956484,57577,9757,3147,4033,3115,1404,1971,63,
21:46:03.000026,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63,
